#Table1
ra,dec,psfMag_u,psfMag_g,psfMag_r,psfMag_i,psfMag_z,teffadop,fehadop,loggadop,ELODIERVFINAL,ELODIERVFINALerr,snr,flag
22.0165099385105,6.42379188037512,17.80591,16.86748,16.46297,16.32798,16.25874,6007.295,-1.466615,4.019288,-20.18201,2.884981,37.43599,nnngn
21.4419818835551,8.17923012494246,19.00952,18.09067,17.71752,17.59185,17.53521,6083.876,-1.041304,3.571786,-133.9527,4.483066,20.61313,nnnnn
17.4688321901469,0.79843865875294,18.72046,17.78429,17.53439,17.42822,17.41604,6459.15,-2.499848,3.31937,-149.09,4.639726,24.50287,nnnGn
16.8460074688821,-0.670071763637048,18.8237,17.8614,17.49944,17.34931,17.30509,6062.355,-1.016778,4.122676,-58.59441,4.144396,22.59805,nnnnn
9.56174599967784,8.37507918344761,19.31988,18.30028,17.88676,17.7078,17.63496,6013.817,-0.9824306,3.897595,-86.15298,3.612209,23.63716,nnnnn
15.7690675463451,-0.630434944871846,18.27309,17.35044,16.99587,16.88636,16.81511,6181.635,-1.165522,3.943919,-111.7144,3.80343,25.48769,nnnnn
22.3793048520852,-0.712818590682406,18.40162,17.40626,17.07444,16.9407,16.88309,6016.232,-1.786623,3.427588,-146.3447,3.4202,36.13189,nnnnn
11.5026359276473,-0.770540804016075,18.81605,17.82152,17.5014,17.39142,17.33337,6149.574,-0.9641175,3.358185,-252.4026,3.728993,25.97328,nnnnn
15.0968425562049,0.92020963443238,19.59335,18.7655,18.5173,18.41712,18.42244,6373.585,-2.194036,3.540558,-302.3708,4.197464,31.15906,nnnnn
12.8151187331126,0.10058572188179,18.94096,18.14184,17.86055,17.76396,17.77447,6378.812,-2.405953,4.06157,-122.8623,4.694293,29.7898,nCnnn
14.1649091917284,0.773235437514893,19.77145,18.87488,18.54752,18.43172,18.3194,6322.398,-1.749513,3.653204,-58.31615,4.629976,25.80313,nnnnn
18.6680436148193,7.69048175335282,19.81273,18.85114,18.5451,18.40755,18.39499,6272.209,-1.528511,3.272629,35.39068,4.362757,25.22641,nnnnn
9.94632081417592,6.65194357234006,19.51287,18.57406,18.2629,18.12082,18.06671,6220.798,-1.352142,3.250828,-13.44537,4.534085,24.01708,nnnnn
14.4909612660423,0.97841732999897,20.04836,19.06116,18.75686,18.64056,18.61026,6298.958,-1.286439,3.933632,-45.80283,4.311042,24.94188,nnnnn
13.0711757315284,0.820727850769275,16.7183,15.76403,15.41645,15.31232,15.26685,6139.197,-1.416154,4.136161,-224.5473,1.916298,48.80451,nnngn
9.91136274598415,-0.975815933146212,18.22113,17.23655,16.86893,16.72992,16.6845,6076.841,-0.8448296,4.1343,25.64247,2.930357,32.50832,nnnnn
9.98768972878452,-0.904324043319659,16.7028,15.66376,15.27325,15.29084,15.13802,6123.223,-0.6157349,4.096488,-14.69268,1.502125,57.51243,nnnnn
20.1233185498882,6.4362931744895,19.14211,18.16635,17.75579,17.58558,17.53446,6268.24,-1.513853,3.78615,11.79656,3.136532,36.34536,nnnnn
16.2117406641206,-1.21247095150434,17.62113,16.63602,16.27919,16.13357,16.08775,6125.452,-1.348758,4.046076,245.7555,1.554583,67.86406,nnnnn
17.4211227238008,0.227575611890124,19.38694,18.35025,17.97009,17.85781,17.84072,6124.442,-0.942659,4.084288,4.447836,2.41894,36.13111,nnnnn
20.9884711905697,6.1684792796506,19.47344,18.58527,18.33707,18.17027,18.11348,6495.303,-1.653975,3.83761,-242.3487,4.892851,26.05977,nnnnn
9.78628987972974,0.176525004767912,18.89083,17.99432,17.68728,17.57339,17.55056,6226.793,-1.24865,4.018303,37.16496,4.451152,20.23964,nnnnn
10.8645680138182,0.762641217819314,18.61354,17.61758,17.45875,17.38945,17.37623,6736.986,-1.30245,3.568542,-287.0172,3.83662,26.43134,nnnnn
13.3017808046839,-0.453129974774355,18.69592,17.92953,17.59578,17.46563,17.40505,6294.128,-3.149295,3.366807,-177.9989,6.956427,20.10648,nnnnn
14.2126163523458,-0.794947469967286,19.44809,17.89643,17.6061,17.46379,17.40108,6413.189,-1.738299,4.288649,-90.13921,6.283633,20.69773,nnnnn
16.7323203975309,1.00469681506597,17.71487,16.69465,16.44308,16.33949,16.31974,6344.769,-1.580541,3.524126,-19.05409,3.072193,35.24539,nnnnn
21.6249228317982,8.04752245912161,18.0307,17.07861,16.92202,16.86237,16.85522,6977.684,-1.532307,3.804576,-163.7201,3.855801,30.68079,nnnnn
21.3242498089952,7.9056565415501,18.38199,17.41136,17.04873,16.88368,16.85483,6166.195,-1.231402,3.441782,131.0589,2.825436,35.00995,nnnnn
10.3398994181107,7.78139774106275,18.9724,18.00673,17.70877,17.55807,17.52124,6362.299,-1.471648,3.495337,78.62129,4.222826,25.416,nnnnn
17.6450130295722,-1.06523442312814,18.06256,17.0663,16.67138,16.49142,16.45078,6313.461,-2.52558,3.720975,-201.7596,5.13748,28.5204,nnnnn
12.9086296092425,0.153568263980797,16.89974,15.78086,15.40652,15.33135,15.24852,6017.554,-0.5180292,4.238382,12.71165,1.366308,45.59988,nnnnn
14.2177906011237,-0.587297399592118,19.46395,18.45048,18.10833,18.01493,17.95025,6118.55,-0.9078882,4.09277,-86.64375,3.765929,24.34443,nnnnn
13.7375086050175,-0.526283895725026,19.7839,18.89705,18.58329,18.4414,18.43938,6079.97,-1.268707,3.319662,-61.63822,3.701923,24.29192,nnnnn
9.01808926881324,0.610652278754715,16.56088,15.66907,15.44159,15.24104,15.21203,6125.306,-1.429244,4.094567,-143.4296,1.620831,54.22501,nnnnn
15.5997514750506,-1.25359021811999,18.73533,17.80666,17.60003,17.56226,17.57864,6932.484,-1.755378,4.207671,-27.6975,6.367422,20.92441,nnnnn
9.70252850725219,-0.800084205539226,16.65628,15.5319,15.13741,14.98844,14.96875,6035.375,-0.6583067,3.92929,14.4178,1.470893,60.32819,nnnnn
19.0867689263705,6.95680446096894,19.35069,18.4304,18.07448,17.99006,17.89669,6204.173,-1.924954,3.65599,180.5875,2.957017,35.19233,nnnGn
18.036162145813,8.09876392695794,19.80416,18.7876,18.44037,18.29359,18.27224,6399.604,-1.544115,3.649416,-176.9724,3.887925,29.05255,nnnnn
20.7156491034702,0.823209989412365,18.13924,17.18172,16.92771,16.80673,16.79388,6319.238,-1.6651,3.565194,-111.6355,3.666693,32.22512,nnnnn
12.9107530415103,0.571387082848593,16.75082,15.84309,15.58608,15.49302,15.4932,6442.221,-1.735819,3.547758,-215.4595,1.135214,100.8466,nnnnn
13.9357800891152,0.443667617629944,19.21689,18.28897,18.01333,17.9019,17.87094,6316.138,-1.269815,3.582863,-261.3057,3.185464,35.13466,nnnnn
16.9345477013381,-0.957476073949673,17.01517,15.91044,15.63022,15.55384,15.56863,6502.587,-0.416263,3.950232,1.394277,0.9126245,81.36812,nnnnn
15.9233395847461,0.525698725492427,19.35712,19.17569,18.87882,18.24244,17.73116,6673.749,-0.0259646,4.402004,43.74433,5.889355,20.6587,DCBnn
21.5624723816164,6.60961947313034,19.32757,18.44018,18.17887,18.09855,18.01928,6426.93,-2.130465,3.577279,97.91843,4.90504,28.19458,nnnnn
9.67783862574923,-0.207344101819786,16.96049,16.15485,15.82056,15.73423,15.72389,6451.327,-2.174488,3.826248,183.9309,1.917051,64.59612,nnnnn
10.0326743214845,0.0283378510371053,19.67038,18.74736,18.38545,18.25213,18.23572,6043.833,-1.268899,4.11272,-37.90501,4.65966,23.15584,nnnnn
10.3238301608474,-0.318807118103378,19.29357,18.29746,18.00307,17.86362,17.86526,6354.114,-1.251482,3.689054,85.0158,3.72358,27.84943,nnnnn
12.2607019013059,-0.736271740326848,16.27667,15.35499,15.07192,14.9689,14.9419,6401.6,-1.620393,3.630805,-9.682556,2.250245,49.10661,nnnnn
10.5518749756533,0.464066752538432,18.9797,18.10997,17.87614,17.77215,17.79278,6560.807,-2.115017,3.746968,-119.9705,5.842194,20.71593,nnnnn
18.1187344896055,0.868087187271426,16.86526,15.72497,15.3248,15.21306,15.18667,6065.838,-0.4024137,4.164254,-22.74164,1.23167,54.3334,nnnnn
12.4258550447131,-0.481627576162982,18.62691,17.7153,17.44927,17.36479,17.3419,6344.364,-1.910391,2.869761,44.14328,5.483137,25.11465,nnnnn
12.1198217629677,0.657714596383206,17.3647,16.37503,16.01724,15.933,15.88246,6149.932,-0.4918548,3.959586,-24.87602,1.656465,43.43882,nnnnn
9.73602073374792,7.30469698329851,15.71273,14.81707,14.50672,14.36392,14.29174,6195.869,-2.060229,3.961425,-352.1486,1.633811,67.97092,nnnnn
9.17827566710605,7.67260645152852,17.87962,16.95609,16.65226,16.53606,16.51382,6374.064,-1.857917,3.855968,-99.2366,2.629468,44.03765,nnnnn
9.26040466227118,8.00228412659517,18.26717,17.19999,16.81701,16.67934,16.61303,6038.479,-1.040282,4.004987,-90.95025,1.9843,41.63451,nnnnn
16.1260840664939,0.978298699938432,16.82223,15.89502,15.59384,15.48639,15.45917,6281.58,-1.52068,3.774151,-140.4521,2.185483,45.33799,nnnnn
15.7172921828281,-0.101133113111399,18.12274,17.10433,16.79193,16.6701,16.64614,6294.73,-1.405365,3.544119,-92.71621,3.433233,31.84882,nnnnn
9.85795438613167,7.67321436849841,18.45667,17.47608,17.09383,16.95921,16.91174,6200.078,-1.270153,3.725671,-384.2428,2.89677,37.20385,nnnnn
17.7331569265081,0.572663800270738,16.96753,16.02443,15.86548,15.81986,15.83612,6845.224,-1.325977,4.436144,-78.89513,2.645078,44.24938,nnnnn
16.5475338567261,0.408684538148193,17.13433,16.14883,15.91684,16.36952,15.8135,6371.5,-1.657794,3.645877,-107.3314,2.650855,43.92643,nnnnn
20.2899648614522,6.49935108839948,18.84414,17.84743,17.46663,17.27981,17.232,6185.98,-1.463837,3.522689,-92.14847,5.606612,23.29669,nnnnn
20.1789687020796,7.69215763706971,18.65684,17.76644,17.47072,17.36203,17.29162,6487.079,-2.384079,3.837031,-38.91029,2.524729,50.09657,nnnnn
15.2402115259072,-1.09117570418664,19.55723,18.59195,18.24481,18.13581,18.04184,6292.179,-1.27461,3.693991,-144.6721,4.201365,31.04105,nnnnn
13.6117287406901,0.190219738918715,19.19422,18.26851,17.98744,17.93614,17.91473,6445.397,-1.814241,3.720477,45.05522,3.994278,33.61971,nnnnn
14.3564845811763,0.149764655552085,19.03744,18.11307,17.86804,17.78831,17.78673,6409.377,-1.556595,4.057004,-267.9748,2.886809,40.85674,nnnnn
13.8586374936181,0.846899862245131,17.00705,15.95135,15.60604,15.4883,15.45143,6242.302,-0.3605651,4.04071,-6.328618,1.047288,90.85253,nnnnn
12.7812974480879,0.0991057526024133,19.81056,18.83146,18.47312,18.30111,18.31697,6028.771,-0.8054726,3.89794,-134.0683,4.296515,22.21153,nnnnn
10.2342021432285,7.67464362913018,19.39151,18.35354,18.04918,17.93751,17.9224,6366.865,-2.710558,2.629109,-87.31554,4.851669,25.24437,nnnnn
22.501542451089,-0.828043724841433,18.17545,17.2555,16.91173,16.98905,16.74869,6220.366,-1.364038,3.443101,1.195123,3.437342,31.36156,nnnnn
9.69359351334867,0.23689457342903,16.58009,15.68135,15.40405,15.25183,15.25584,6176.946,-2.036089,3.923329,-158.9331,2.106923,53.36391,nnnnn
18.7324165600609,0.841031027005476,16.73824,15.88606,15.56812,15.44087,15.43633,6223.342,-2.016678,3.558665,-23.33432,2.264679,48.14427,nnBnn
10.2708402022975,-0.537062769786233,17.83771,16.75675,16.43324,16.30566,16.31239,6163.808,-0.5256222,3.751745,3.991001,1.961344,39.50288,nnnnn
9.12927853477083,0.759527936551795,18.52792,17.63924,17.39457,17.28974,17.27457,6499.936,-1.645808,3.790092,-42.02777,4.443532,28.12046,nnnnn
18.4275396168243,8.2170783511454,19.75384,18.66043,18.27598,18.05484,17.95978,6135.966,-1.650189,3.999221,-167.0681,3.369328,31.12621,nnnnn
18.1947578063529,6.779990945046,21.14395,20.05082,19.34665,18.69582,19.3817,6265.11,-1.242882,3.60037,-80.80669,9.580935,27.26153,nnnnn
17.8993962317584,7.08355579635467,20.18884,19.04289,18.60476,18.48074,18.48408,6036.5,-0.4572805,4.117235,-2.60005,2.914403,21.86955,nnnnn
12.8169066436349,0.593053178749905,17.82907,16.84219,16.50402,16.35478,16.31137,6055.232,-1.345305,4.315486,-206.7815,1.291416,75.5554,nnnnn
16.4768720275482,-0.864790837314697,18.04758,16.98133,16.61012,16.47112,16.41899,6022.483,-0.6678085,4.161117,31.66641,1.507153,63.7534,nnnnn
20.8980782713738,6.66406313993539,18.24967,17.12655,16.70825,16.56443,16.46679,6022.24,-0.7473276,4.056894,-35.68962,1.605959,51.57632,nnnnn
15.6916377813532,-0.544494536368106,18.26976,17.2591,16.88279,16.70903,16.674,6025.676,-1.135676,3.635322,-202.8786,3.44279,29.37699,nnnnn
16.8972232259764,0.266391141704566,19.5819,18.64586,18.35823,18.23535,18.27278,6361.502,-1.401631,3.498804,-153.3286,4.422066,26.78729,nnnnn
10.4103187780752,1.21668642780715,19.46444,18.58204,18.19463,18.07668,18.02393,6093.322,-1.343273,4.111348,-102.4294,3.807317,25.21492,nnnnn
9.71049046328085,0.234144495907755,19.56545,18.65201,18.41673,18.27175,18.33222,6224.303,-2.151215,3.738335,-114.0566,5.342448,22.93602,nnnnn
